,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year
69357,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",EWS,Gender-Neutral,954,1062,2022
69358,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",EWS,Female-only (including Supernumerary),2073,2073,2022
69359,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OBC-NCL,Gender-Neutral,1995,2648,2022
69360,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",OBC-NCL,Female-only (including Supernumerary),5823,6622,2022
69361,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",SC,Gender-Neutral,1106,1764,2022
69362,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",SC,Female-only (including Supernumerary),2408,2755,2022
69363,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Techn= ology)",ST,Gender-Neutral,769,894,2022
69364,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",OPEN,Gender-Neutral,8743,11246,2022
69365,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",OPEN,Female-only (including Supernumerary),13021,17890,2022
69366,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",EWS,Gender-Neutral,1546,1587,2022
69367,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",EWS,Female-only (including Supernumerary),3396,3396,2022
69368,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",OBC-NCL,Gender-Neutral,4181,4406,2022
69369,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",OBC-NCL,Female-only (including Supernumerary),8550,8645,2022
69370,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",SC,Gender-Neutral,2189,2569,2022
69371,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",SC,Female-only (including Supernumerary),3374,3374,2022
69372,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Mast= er of Technology)",ST,Gender-Neutral,1288,1432,2022
69374,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",OPEN,Gender-Neutral,8096,9913,2022
69375,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",OPEN,Female-only (including Supernumerary),15724,20799,2022
69376,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",EWS,Gender-Neutral,1375,1561,2022
69377,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",EWS,Female-only (including Supernumerary),3345,3345,2022
69378,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",OBC-NCL,Gender-Neutral,3353,4177,2022
69379,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",OBC-NCL,Female-only (including Supernumerary),8064,8384,2022
69380,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",SC,Gender-Neutral,2250,2453,2022
69381,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",SC,Female-only (including Supernumerary),3377,3377,2022
69382,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Mas= ter of Technology)",ST,Gender-Neutral,1277,1457,2022
69384,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",OPEN,Gender-Neutral,1264,1680,2022
69385,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",OPEN,Female-only (including Supernumerary),3458,4106,2022
69386,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",OPEN (PwD),Gender-Neutral,89,89,2022
69387,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",EWS,Gender-Neutral,240,274,2022
69388,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",EWS,Female-only (including Supernumerary),647,647,2022
69389,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",OBC-NCL,Gender-Neutral,722,902,2022
69390,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),2280,2534,2022
69392,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",SC,Gender-Neutral,456,731,2022
69393,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",SC,Female-only (including Supernumerary),1526,1526,2022
69394,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",ST,Gender-Neutral,178,320,2022
69395,Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor = of Science and Master of Science (Dual Degree))",ST,Female-only (including Supernumerary),961,961,2022
69396,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Gender-Neutral,2127,4189,2022
69397,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OPEN,Female-only (including Supernumerary),7485,9783,2022
69399,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Gender-Neutral,597,729,2022
69400,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",EWS,Female-only (including Supernumerary),1613,1790,2022
69401,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Gender-Neutral,1091,1776,2022
69402,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",OBC-NCL,Female-only (including Supernumerary),3169,4824,2022
69403,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",SC,Gender-Neutral,621,950,2022
69404,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",SC,Female-only (including Supernumerary),1641,2281,2022
69405,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",ST,Gender-Neutral,345,548,2022
69406,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Te= chnology)",ST,Female-only (including Supernumerary),926,1158,2022
69407,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OPEN,Gender-Neutral,6087,7246,2022
69408,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),10263,13613,2022
69409,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",EWS,Gender-Neutral,1152,1244,2022
69410,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2529,2575,2022
69411,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2345,3187,2022
69412,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5572,6725,2022
69413,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",SC,Gender-Neutral,1038,1780,2022
69414,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",SC,Female-only (including Supernumerary),2552,2830,2022
69415,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",ST,Gender-Neutral,666,953,2022
69416,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Year= s, Bachelor of Technology)",ST,Female-only (including Supernumerary),1505,1505,2022
69417,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",OPEN,Gender-Neutral,7725,8679,2022
69418,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",OPEN,Female-only (including Supernumerary),13807,14469,2022
69419,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",EWS,Gender-Neutral,1843,1857,2022
69420,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",EWS,Female-only (including Supernumerary),3870,3870,2022
69421,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",OBC-NCL,Gender-Neutral,3915,4520,2022
69422,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),8419,8603,2022
69423,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",SC,Gender-Neutral,1873,2529,2022
69424,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",SC,Female-only (including Supernumerary),3505,3505,2022
69425,Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Maste= r of Science (Dual Degree))",ST,Gender-Neutral,1411,1454,2022
69426,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",OPEN,Gender-Neutral,4645,5786,2022
69427,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",OPEN,Female-only (including Supernumerary),11401,12679,2022
69428,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",EWS,Gender-Neutral,823,1203,2022
69429,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",EWS,Female-only (including Supernumerary),2750,2750,2022
69430,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",OBC-NCL,Gender-Neutral,1942,2922,2022
69431,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6271,6454,2022
69432,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",SC,Gender-Neutral,1480,1742,2022
69433,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",SC,Female-only (including Supernumerary),2760,2823,2022
69434,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",ST,Gender-Neutral,852,898,2022
69435,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years,=  Bachelor of Technology)",ST,Female-only (including Supernumerary),1202,1202,2022
69586,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Gender-Neutral,9359,10413,2022
69587,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Female-only (including Supernumerary),14997,17949,2022
69588,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",EWS,Gender-Neutral,1673,1844,2022
69589,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Gender-Neutral,3813,4254,2022
69590,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",OBC-NCL,Female-only (including Supernumerary),7302,7302,2022
69591,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Gender-Neutral,2163,2260,2022
69592,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",SC,Female-only (including Supernumerary),2889,2889,2022
69593,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Tech= nology)",ST,Gender-Neutral,1071,1071,2022
69594,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Gender-Neutral,10422,11890,2022
69595,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Female-only (including Supernumerary),19076,19290,2022
69596,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Gender-Neutral,1766,1851,2022
69597,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Female-only (including Supernumerary),3216,3216,2022
69598,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Gender-Neutral,3902,4427,2022
69599,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Female-only (including Supernumerary),7562,7767,2022
69600,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Gender-Neutral,2113,2320,2022
69601,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",SC,Female-only (including Supernumerary),3246,3246,2022
69602,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Gender-Neutral,688,791,2022
69603,Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technol= ogy)",ST,Female-only (including Supernumerary),966,966,2022
69604,Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Gender-Neutral,945,1883,2022
69605,Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bach= elor of Technology)",OPEN,Female-only (including Supernumerary),3425,4951,2022
