,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year
67864,Indian Institute of Technology Mandi,"Bio Engineering (5 Years, Bachelor and Master of=  Technology (Dual Degree))",ST,Gender-Neutral,1433,1446,2022
67865,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Gender-Neutral,10378,12801,2022
67866,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Female-only (including Supernumerary),17662,20745,2022
67867,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Gender-Neutral,1913,2019,2022
67868,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Female-only (including Supernumerary),3390,3390,2022
67869,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Gender-Neutral,3730,4468,2022
67870,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Female-only (including Supernumerary),7402,8017,2022
67871,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Gender-Neutral,1995,2347,2022
67872,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Female-only (including Supernumerary),3161,3161,2022
67873,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Gender-Neutral,813,864,2022
67874,Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Female-only (including Supernumerary),1255,1255,2022
67875,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Gender-Neutral,1846,3017,2022
67876,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Female-only (including Supernumerary),5239,5988,2022
67877,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN (PwD),Female-only (including Supernumerary),139,139,2022
67878,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Gender-Neutral,419,462,2022
67879,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Female-only (including Supernumerary),1087,1087,2022
67880,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS (PwD),Gender-Neutral,9,9,2022
67881,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Gender-Neutral,764,1212,2022
67882,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Female-only (including Supernumerary),2446,2572,2022
67883,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL (PwD),Gender-Neutral,59,59,2022
67884,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Gender-Neutral,447,636,2022
67885,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Female-only (including Supernumerary),1286,1309,2022
67886,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Gender-Neutral,263,310,2022
67887,Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Female-only (including Supernumerary),307,307,2022
67888,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",OPEN,Gender-Neutral,3604,3974,2022
67889,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",OPEN,Female-only (including Supernumerary),6307,6490,2022
67891,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",EWS,Gender-Neutral,466,521,2022
67892,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",EWS,Female-only (including Supernumerary),1281,1281,2022
67893,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",OBC-NCL,Gender-Neutral,1239,1678,2022
67894,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",OBC-NCL,Female-only (including Supernumerary),2623,2866,2022
67895,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",SC,Gender-Neutral,825,966,2022
67896,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",SC,Female-only (including Supernumerary),1812,1812,2022
67897,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",ST,Gender-Neutral,479,505,2022
67898,Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor = of Technology)",ST,Female-only (including Supernumerary),559,559,2022
67899,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,4618,6946,2022
67900,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),8217,11782,2022
67901,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,918,1195,2022
67902,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),2034,2034,2022
67903,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,1888,2742,2022
67904,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),3238,5828,2022
67905,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,969,1613,2022
67906,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Female-only (including Supernumerary),2245,2323,2022
67907,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Gender-Neutral,718,844,2022
67908,Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Female-only (including Supernumerary),887,887,2022
67909,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OPEN,Gender-Neutral,8818,11691,2022
67910,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OPEN,Female-only (including Supernumerary),19812,19876,2022
67911,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",EWS,Gender-Neutral,1865,1877,2022
67912,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",EWS,Female-only (including Supernumerary),3188,3188,2022
67913,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OBC-NCL,Gender-Neutral,3963,4633,2022
67914,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OBC-NCL,Female-only (including Supernumerary),8533,9020,2022
67915,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",SC,Gender-Neutral,2241,2749,2022
67916,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",SC,Female-only (including Supernumerary),3556,3556,2022
67917,Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",ST,Gender-Neutral,1299,1311,2022
67918,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,7016,10038,2022
67919,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),13581,16438,2022
67920,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,1376,1639,2022
67921,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),2863,2863,2022
67922,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,3509,3849,2022
67923,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),5939,7634,2022
67924,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,1633,2092,2022
67925,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Female-only (including Supernumerary),3157,3240,2022
67926,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Gender-Neutral,922,994,2022
67927,Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Female-only (including Supernumerary),1183,1183,2022
67928,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",OPEN,Gender-Neutral,2747,4797,2022
67929,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4717,10103,2022
67930,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",EWS,Gender-Neutral,850,937,2022
67931,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2308,2475,2022
67932,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2173,2631,2022
67933,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4554,5994,2022
67934,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",SC,Gender-Neutral,940,1601,2022
67935,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",SC,Female-only (including Supernumerary),1822,2103,2022
67936,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",ST,Gender-Neutral,697,924,2022
67937,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Yea= rs, Bachelor of Technology)",ST,Female-only (including Supernumerary),1201,1201,2022
67938,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",OPEN,Gender-Neutral,1261,2343,2022
67939,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",OPEN,Female-only (including Supernumerary),3327,4570,2022
67940,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",OPEN (PwD),Gender-Neutral,44,44,2022
67941,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",EWS,Gender-Neutral,444,511,2022
67942,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",EWS,Female-only (including Supernumerary),957,1007,2022
67943,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",OBC-NCL,Gender-Neutral,950,1215,2022
67944,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",OBC-NCL,Female-only (including Supernumerary),2626,3931,2022
67945,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",SC,Gender-Neutral,228,680,2022
67946,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",SC,Female-only (including Supernumerary),840,1016,2022
67947,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",ST,Gender-Neutral,518,565,2022
67948,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Techn= ology)",ST,Female-only (including Supernumerary),764,764,2022
67949,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",OPEN,Gender-Neutral,2918,3956,2022
67950,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),6141,7820,2022
67951,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",EWS,Gender-Neutral,816,855,2022
67952,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),1855,1855,2022
67953,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,1353,2002,2022
67954,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),4101,4164,2022
67955,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",SC,Gender-Neutral,750,976,2022
67956,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",SC,Female-only (including Supernumerary),1536,1578,2022
67957,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",ST,Gender-Neutral,598,626,2022
67958,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Mast= er of Technology (Dual Degree))",ST,Female-only (including Supernumerary),974,974,2022
67959,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Gender-Neutral,2766,4316,2022
67960,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN,Female-only (including Supernumerary),4603,8274,2022
67961,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OPEN (PwD),Gender-Neutral,47,59,2022
67962,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Gender-Neutral,522,713,2022
67963,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",EWS,Female-only (including Supernumerary),1634,1805,2022
67965,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Gender-Neutral,1086,1750,2022
67966,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",OBC-NCL,Female-only (including Supernumerary),3923,4666,2022
67967,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Gender-Neutral,362,860,2022
67968,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",SC,Female-only (including Supernumerary),1584,1644,2022
67970,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Gender-Neutral,31,170,2022
67971,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technolo= gy)",ST,Female-only (including Supernumerary),272,530,2022
67972,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Gender-Neutral,29,102,2022
67973,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN,Female-only (including Supernumerary),330,450,2022
67974,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OPEN (PwD),Gender-Neutral,7,8,2022
67975,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Gender-Neutral,19,28,2022
67976,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS,Female-only (including Supernumerary),81,87,2022
67977,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",EWS (PwD),Gender-Neutral,3,3,2022
67978,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Gender-Neutral,30,87,2022
67979,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL,Female-only (including Supernumerary),139,266,2022
67980,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL (PwD),Gender-Neutral,3,3,2022
67981,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),19,19,2022
67982,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Gender-Neutral,16,34,2022
67983,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC,Female-only (including Supernumerary),55,130,2022
67984,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",SC (PwD),Gender-Neutral,2,2,2022
67985,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Gender-Neutral,10,18,2022
67986,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST,Female-only (including Supernumerary),58,92,2022
67987,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bache= lor of Technology)",ST (PwD),Gender-Neutral,4,4,2022
67988,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,116,197,2022
67989,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),522,700,2022
67990,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,39,59,2022
67991,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),131,131,2022
67992,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,107,161,2022
67993,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),478,532,2022
67994,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",OBC-NCL (PwD),Gender-Neutral,8,8,2022
67995,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",SC,Gender-Neutral,71,80,2022
67996,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),305,305,2022
67997,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",ST,Gender-Neutral,46,49,2022
67998,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bache= lor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),191,191,2022
67999,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Gender-Neutral,358,574,2022
68000,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN,Female-only (including Supernumerary),1079,1572,2022
68001,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OPEN (PwD),Gender-Neutral,30,39,2022
68003,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Gender-Neutral,122,153,2022
68004,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",EWS,Female-only (including Supernumerary),307,371,2022
68005,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Gender-Neutral,219,383,2022
68006,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL,Female-only (including Supernumerary),1106,1484,2022
68007,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",OBC-NCL (PwD),Gender-Neutral,23,23,2022
68008,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Gender-Neutral,73,220,2022
68009,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",SC,Female-only (including Supernumerary),594,706,2022
68010,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Gender-Neutral,12,114,2022
68011,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Tec= hnology)",ST,Female-only (including Supernumerary),40,177,2022
68012,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OPEN,Gender-Neutral,603,797,2022
68013,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1645,2088,2022
68014,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,85,85,2022
68015,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",EWS,Gender-Neutral,162,215,2022
68016,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),541,541,2022
68017,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,384,516,2022
68018,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1927,2005,2022
68019,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,43,43,2022
68021,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",SC,Gender-Neutral,230,300,2022
68022,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),707,743,2022
68023,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",ST,Gender-Neutral,115,210,2022
68024,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4=  Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),326,326,2022
68025,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Gender-Neutral,2360,2839,2022
68026,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",OPEN,Female-only (including Supernumerary),5110,6398,2022
68027,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Gender-Neutral,488,573,2022
68028,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",EWS,Female-only (including Supernumerary),1946,1946,2022
68029,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Gender-Neutral,1336,1910,2022
68030,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",OBC-NCL,Female-only (including Supernumerary),5537,5546,2022
68031,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",SC,Gender-Neutral,619,1108,2022
68032,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",SC,Female-only (including Supernumerary),1196,1196,2022
68033,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",ST,Gender-Neutral,529,627,2022
68034,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technol= ogy)",ST,Female-only (including Supernumerary),930,930,2022
68035,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",OPEN,Gender-Neutral,819,1314,2022
68036,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",OPEN,Female-only (including Supernumerary),1361,2792,2022
68037,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",OPEN (PwD),Gender-Neutral,103,103,2022
68038,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",EWS,Gender-Neutral,230,289,2022
68039,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",EWS,Female-only (including Supernumerary),956,956,2022
68040,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",OBC-NCL,Gender-Neutral,517,835,2022
68041,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2495,2526,2022
68043,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",SC,Gender-Neutral,223,409,2022
68044,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",SC,Female-only (including Supernumerary),886,886,2022
68045,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",ST,Gender-Neutral,247,253,2022
68046,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years= , Bachelor of Technology)",ST,Female-only (including Supernumerary),1105,1105,2022
68047,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OPEN,Gender-Neutral,1404,2925,2022
68048,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OPEN,Female-only (including Supernumerary),4007,6738,2022
68050,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",EWS,Gender-Neutral,640,764,2022
68051,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",EWS,Female-only (including Supernumerary),1935,1935,2022
68052,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OBC-NCL,Gender-Neutral,1199,1968,2022
68053,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",OBC-NCL,Female-only (including Supernumerary),4549,5411,2022
68054,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",SC,Gender-Neutral,829,1275,2022
68055,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",SC,Female-only (including Supernumerary),1804,2078,2022
68056,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",ST,Gender-Neutral,593,705,2022
68057,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Techno= logy)",ST,Female-only (including Supernumerary),1170,1170,2022
68058,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Gender-Neutral,2966,4259,2022
68059,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",OPEN,Female-only (including Supernumerary),9160,10094,2022
68060,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Tech= nology)",EWS,Gender-Neutral,841,874,2022
